,W/L,Fighter,Kd,Str,Td,Sub,Weight class,Method,Round,Time,Event
3359,win,Mickael Lebout  Teemu Packalen,0  0,43  35,0  3,0  1,Lightweight,U-DEC,3,5:00,"
              UFC Fight Night: Bisping vs Leites
            "
3360,win,Robert Whiteford  Paul Redmond,1  0,20  11,0  0,0  0,Featherweight,KO/TKO  Punch,1,3:04,"
              UFC Fight Night: Bisping vs Leites
            "
3361,win,Jimmie Rivera  Marcus Brimage,1  0,15  9,0  0,0  0,Bantamweight,KO/TKO  Punches,1,1:29,"
              UFC Fight Night: Bisping vs Leites
            "
3362,win,Daniel Omielanczuk  Chris de la Rocha,1  0,15  1,0  0,0  0,Heavyweight,KO/TKO  Punch,1,0:48,"
              UFC Fight Night: Bisping vs Leites
            "
3363,win,Frank Mir  Todd Duffee,1  0,16  9,0  0,0  0,Heavyweight,KO/TKO  Punch,1,1:13,"
              UFC Fight Night: Mir vs Duffee
            "
3364,win,Tony Ferguson  Josh Thomson,1  0,83  33,0  1,2  0,Lightweight,U-DEC,3,5:00,"
              UFC Fight Night: Mir vs Duffee
            "
3365,win,Holly Holm  Marion Reneau,0  0,65  26,1  0,0  0,Women's Bantamweight,U-DEC,3,5:00,"
              UFC Fight Night: Mir vs Duffee
            "
3366,win,Manvel Gamburyan  Scott Jorgensen,1  0,42  36,5  1,2  0,Bantamweight,U-DEC,3,5:00,"
              UFC Fight Night: Mir vs Duffee
            "
3367,win,Kevin Lee  James Moontasri,0  0,9  6,1  0,1  0,Lightweight,SUB  Rear Naked Choke,1,2:56,"
              UFC Fight Night: Mir vs Duffee
            "
3368,win,Alan Jouban  Matt Dwyer,1  1,51  29,1  0,0  0,Welterweight,U-DEC,3,5:00,"
              UFC Fight Night: Mir vs Duffee
            "
3369,win,Sam Sicilia  Yaotzin Meza,0  0,12  18,2  1,4  1,Featherweight,U-DEC,3,5:00,"
              UFC Fight Night: Mir vs Duffee
            "
3370,win,Jessica Andrade  Sarah Moras,0  0,50  18,3  0,0  1,Women's Bantamweight,U-DEC,3,5:00,"
              UFC Fight Night: Mir vs Duffee
            "
3371,win,Rani Yahya  Masanori Kanehara,0  0,24  24,4  0,2  0,Bantamweight,S-DEC,3,5:00,"
              UFC Fight Night: Mir vs Duffee
            "
3372,win,Sean Strickland  Igor Araujo,1  0,71  39,3  0,2  0,Welterweight,U-DEC,3,5:00,"
              UFC Fight Night: Mir vs Duffee
            "
3373,win,Kevin Casey  Ildemar Alcantara,0  0,41  20,1  0,0  0,Middleweight,U-DEC,3,5:00,"
              UFC Fight Night: Mir vs Duffee
            "
3374,win,Lyman Good  Andrew Craig,1  0,55  20,0  0,0  0,Welterweight,KO/TKO  Punch,2,3:37,"
              UFC Fight Night: Mir vs Duffee
            "
3375,win,Stephen Thompson  Jake Ellenberger,2  1,20  5,1  0,0  0,Welterweight,KO/TKO  Kick,1,4:29,"
              The Ultimate Fighter: American Top Team vs. Blackzilians Finale
            "
3376,win,Kamaru Usman  Hayder Hassan,0  0,15  3,6  0,1  0,Welterweight,SUB  Arm Triangle,2,1:19,"
              The Ultimate Fighter: American Top Team vs. Blackzilians Finale
            "
